text,emotion
오늘 치매 진단을 받았어. 불혹의 나이에 치매라니 너무 억울하다. 지금까지 가족을 위해서 일만 한 결과가 치매라니 너무 슬퍼. 그냥 죽고 싶은 심정이야. 뭘 할 수 있겠어.,depression
5~6시간 자지만 자꾸 설친다,depression
가는 곳마다 금연구역이라 흡연자들이 담배 필 곳이 없어 스트레스받아. 담배를 피고 싶은데 금연구역에 비해 흡연자들을 위한 흡연 구역이 너무 적은 것 같아. 이참에 조금이라도 줄여봐야겠어.,anxiety
매일 산에 올라서 체력이 좋아지는 것 같아. 산을 오르고 나서 내려오면 몸이 상쾌해지는 것 같아. 꾸준히 산에 올라서 나중에 한라산 정상에 오를 거야.,joy
여자친구를 사귀고 있는 줄 알았는데 그게 아니어서 슬펐어. 나 과대망상증이래. 내가 좋아했던 애와 사귀는 줄 알았는데 현실은 아니어서 나 스스로가 너무 불쌍해져. 병원에 다니고 매일 그날 하루의 일을 기록하면서 현실을 조금씩 인지해가야겠어.,sadness
형은 아주 잘살고 있는데 나는 아내 병원비도 대지 못하니 열등감이 들어. 형과 아내의 잘못이 아니라는 것을 알지만 자꾸만 형이랑 아내를 미워하게 되는 것 같아. 가만히 있을 수는 없지. 정부에 요청을 하든 뭐라도 해야겠어!,sadness
시부모님은 아이 성별을 왜 그렇게 따지실까. 오늘 시부모님께서 남자아이 낳으라고 수박을 잔뜩 사오셨는데 속상했어. 시부모님께서 아이를 성별에 상관없이 예뻐해 주셨으면 좋겠어. 시부모님과 제대로 대화를 나눠봐야겠어.,sadness
저녁에 약속이 있었는데 야근을 안 해서 다행이야. 절대로 빠지면 안 되는 약속이었거든. 남자친구랑 일주년 축하 약속이었어. 남자친구가 거기서 선물을 줬어. 특별히 내가 가지고 싶었던 옷을 선물 받아서 너무 기뻐.,joy
이 세상에서 나만 연애도 못 하고 결혼도 못 하고 지내는 것 같아. 여자들이 나를 왜 싫어하는지 이유를 도통 알 수가 없어. 여자들 성격이 다 문제야. 여자들은 나한테 다가오질 않아. 막상 내가 다가가면 나를 피하기만하고.,sadness
문학 공모전에서 입상해서 교수님과 친구들에게 축하를 받았어. 너무 기뻐. 시간이 촉박해서 전혀 기대하지 않았는데 입상까지 할 줄은 정말 몰랐어. 다음번 공모전은 시간 여유가 있으니 조금 더 집중해보려고 해.,joy
오늘 친구 집에서 자고 가려고. 나 가족들이랑 엄청나게 싸웠어. 대화가 안 통해서 좌절했어.,anger
학교성적에 부모님이 지나치게 간섭하셔. 오늘 나한테 뭐라 하기까지 해서 너무 슬퍼. 안그래도 성적이 잘 안 나와서 속상한데 부모님까지 뭐라 하시니 눈물이 나. 지금 너무 속상하고 슬퍼서 아무 생각이 나지 않아.,depression
내가 요즘 너무 힘들어서 애인에게 다 얘기하는데 애인은 위로조차 해주지 않았어. 너무 우울해. 정말 슬퍼. 직장에서 겪었던 힘들었던 이야기를 하는데도 대충 듣고 말더라고. 내 말을 진지하게 받아들일 수 있게 다시 한 번 이야기를 해봐야겠어.,depression
내가 고생한 보람이 있는 것 같아 기뻐. 이 회사에 들어온 날부터 성실히 일했더니 내 정년퇴직을 보장해 주겠다고 해서 마음이 놓여. 이 회사를 믿고 일한 덕분이지 마음 편히 더 열심히 일해서 회사에 도움이 돼야겠어.,joy
대학을 가지 못할 성적이 나왔는데 부모님께 타박을 들어 억울하고 속상해. 나는 부족한 환경에서도 최선을 다했는데 그런 점은 고려해주지 않아. 대학에 못 가도 취업해서 열심히 살겠다고 말씀드릴 거야.,sadness
부모가 되어 자식을 키워보니까 부모 마음이 이해가 돼서 자아가 혼란스럽고 눈물이 나. 부모한테 독립하고 싶기도 의존하고 싶기도 했던 때가 생각나서 더욱 슬퍼져. 부모님이 가장 좋은 인생의 선배니까 앞으로 많이 조언을 얻어 보려고 해.,depression
요즘 갱년기증상에 몸도 마음도 지치고 아내와 자녀와의 관계도 점점 소원해져서 우울해. 자녀들은 물어보는 말에 잘 대답도 안하고 부부간에 대화가 없어진지도 오래야. 아니. 공통점 공유하고 조금씩 다가가는 노력을 하면 좋아질까?,depression
이번 배드민턴 대회에서는 저번에 못 했던 우승을 하려고 엄청나게 연습 중이야. 초조하다. 항상 배드민턴 대회 생각뿐이야. 생각을 좀 떨쳐내야 하는데. 노트에 생각과 연습 계획을 세세히 적어서 고민을 정리해봐야겠어. 머리를 최대한 비워야지.,anger
어딜 가나 돈이 문제야. 이제는 음식도 맛보다는 가격을 먼저 보게 돼. 열심히 일해서 번 돈은 다 어디로 갔을까? 정말 슬프고 우울하다. 사람들 시선을 신경 쓰지 않고 큰 소리로 노래 부르면 기운이 날 것 같아.,depression
나도 돈이 없는데 자꾸 자식들이 돈이 필요하다면서 내게 돈을 요구해서 불안해. 한두 번도 아니고 계속 보내 달라고 하니 안 보내 줄 수도 없고. 오해할 수도 있으니 이번에도 솔직히 이야기하고 돈을 줄여서 보내든지 해야겠어.,anxiety
유대감없는 남편과 한집에서 살고 있으니 더 많이 외롭고 공허하네. 경제적 문제도 각자가 해결하고 남처럼 산지도 오래 되었어. 취미로 댄스를 배우면서 만난 남자와 몇번 데이트를 했는데 남편에게 들킨 뒤로 서로 마음의 문을 닫고 살고 있어,depression
몸이 아파서 친구들도 못 만나고 자식들도 날 만나러 오지 않아. 내가 뭔 잘못을 한 걸까? 언제부터 이렇게 내 주위에 사람들이 없어졌는지. 너무 슬프다. 친구들을 집으로 부를까? 오랜만에 연락하는 건 너무 염치없지만 이해해줄지도 몰라.,sadness
나는 돈도 없고 스스로가 너무 비참해서 하루하루 울면서 버티고 있어. 젊을 때 교통사고를 당해서 그 이후로 다리를 다쳐서 일하기도 힘들어. 정말 슬프다. 모르겠어. 하루하루가 고통스럽고 우울해.,depression
오늘 상사의 말에 충격을 받았어. 응. 그냥 농담을 주고받던 상황이었는데 대뜸 화를 내더라고.,sadness
내가 정말 많이 늙은 것 같아. 몇 년 됐지. 이제 사회에 설 자리도 없고 여기저기 몸도 아프니까. 그냥 노환이지. 요즘 거울을 보면 나 자신이 안쓰러워.,sadness
누가 담배꽁초를 버려서 산불이 났다고 새벽부터 불 끄러 오라고 해서 불 끄고 왔어 잠도 못 자고 피곤하고 화가 치밀어 오르네! 그러니까 말이야 산에 올라갈 때는 화기를 가지고 가면 안 되는데 생각이 없어,anger
나는 자식들의 도움 없이도 살 수 있을 정도로 돈이 넉넉해. 자식에게 기대지 않아도 된다니 기뻐. 무기력하게 의존하는 노년생활을 하게 될까 걱정이었는데 다행이야. 이제까지는 앞만 봤다면 주변을 둘러보며 천천히 누리고 싶어.,joy
몇 년 동안 공무원 시험을 계속 봤는데 올해도 떨어질 것 같아. 매번 열심히 준비하고 시험을 보는데 뭐가 문제인지 모르겠어. 정말 답답해. 올해 결과를 일단 보고 결정할라고.,anger
아내와 좋은 아파트에서 살았는데 사기를 당해서 사업을 정리하고 시골로 내려오게 되었어. 믿을 수 있는 사람이라 생각했는데 사기를 치고 도망갔더라고! 그때만 생각하면 화가나. 찾을 수도 없으니 그저 여기서 다시 새로 시작할 수밖에 없어.,anger
나 최근에 면접 본 회사가 세 곳인데 왠지 다 붙을 것 같아. 이번에는 자신 있어! 준비도 철저히 했고 면접 분위기도 좋았거든.,joy
노후 관련으로 자녀들과 대화를 나누고 있는데 자신만 믿으라고 말하면서 날 기쁘게 해줘. 부모에게 있어 말뿐이라도 고마운 일이지. 나도 부모로서 더욱 도움이 되어주고 싶으니까. 앞으로 생길 손자들을 잘 돌봐주고 행복하게 살 수 있도록 지탱해줘야지.,joy
몇 년째 취업 준비생으로 있으니 너무 우울해. 더 암울한 건 취업 시장 상황이 나아질 것 같지 않아서 너무 슬퍼. 친구들을 만나서 취업 힘들다고 하소연이나 해야겠어.,depression
친했던 친구가 요즘 들어 나랑 거리를 두려고 하는 것 같아 낙담하게 돼. 얼마 전까지도 친하게 지냈는데 내가 다른 친구가 없다는 걸 알고 사람이 바뀐 것 같아. 일단 그 친구한테 내 심정을 솔직하게 말해봐야겠어.,sadness
신입사원이라고 야근 수당도 안 주고 늦게까지 부려먹는 건 너무하지 않아? 늦게까지 일하는 건 괜찮은데 수당도 안 나와. 나만 신입이라고 안 주는 거래. 근거를 모아서 노동청에 신고하는 게 좋겠어.,anger
나 입대 전에 친구가 소개팅을 시켜준다고 했거든. 그런데 연락이 없어. 날 갖고 논 것 아닐까? 한 이 주 조금 넘었어. 어떻게 이럴 수가 있나 실망감에 잠도 안 와. 응 그렇긴 해. 그러고 보니 요즘 무슨 공모전 준비하느라 바쁘다는 것 같던데 그것 끝날 때까지만 기다려볼까?,anger
자식에게 돈이 하나도 없다는 사실을 말할지 고민이야. 그리고 너무 불안해. 우리 딸이 너무 효녀야. 자기 하고 싶은 걸 못하고 내게 줄까 봐 불안해. 동생에게 돈을 좀 빌려봐야겠어. 동생은 사정이 좀 낫거든.,anxiety
취업 때문에 너무 스트레스를 받고 있어. 불안해. 내가 경쟁자들을 이기고 합격할 수 있을지 자신이 없어 울고 싶어. 노래방에 가서 소리를 지르면 괜찮아질 것 같아.,depression
결혼하려면 돈이 너무 많이 든대서 결혼을 못 하겠어. 신혼집만 생각해도 꽤 많이 필요한데 어느 세월에 다 모으겠어. 정부가 정책을 통해 지원해 줘야 한다고 생각해.,sadness
노년의 삶을 살아가는 일이 참으로 힘들고 때로는 서글픈 감정도 어쩔 수 없이 겪게 된다네. 그저 받아들이는 수밖에 없는 것 같네. 슬프면 슬픈 대로. 좋은 친구와 국내 여행이라도 다녀와야겠네.,sadness
내 동생이 너무 싫어. 나뿐만이 아니라 부모님께도 악의적인 태도로 나오는 것 같아서 그래.,anger
친구들이랑 자유롭게 어울리고 싶은데 애들이 날 피하고 있어서 힘들어. 내가 이해력이 부족해서 말귀를 잘 못 알아듣거든. 이런 내가 나도 싫어. 나도 모르겠어. 그냥 내가 짜증 나.,anger
내가 좋아하는 사람이 나와 같은 성향이라는 것을 알게 되어서 기뻐. 응. 같은 성향관련해서 이야기를 계속 나누고 있어. 일단 성향이 같으면 잘 맞고 이야기 할거리가 많아지는 것 같아.,joy
어머니가 내가 운동선수가 되는 것을 반대해. 아버지처럼 될 거면 나보고 집을 나가래. 어머니는 아버지를 잃을까 두려우신 걸까? 나는 그렇게 안 될 자신이 있어. 어머니가 두려워하지 않도록 내가 옆에서 보여드려야겠어.,sadness
친구들이 괴롭힌다고 선생님께 말했는데 제대로 들어주질 않아 속상해. 정말 선생님께 큰 실망을 했어. 다른 선생님께 말할거야.,sadness
어려운 친구에게 돈을 빌려주고 싶어. 근데 남편이 화를 내더라고. 남편은 자기도 친구한테 여러 번 돈 빌려줬으면서 나한테 왜 그러는지 모르겠어.,anger
이런 힘든 사회에서 나는 직업이라도 있어서 정말 다행이야. 그럼. 그냥 직장이 있다는 것만으로도 좋아.,joy
해야 할 게 산더미인데 아무것도 하기 싫고 무기력해. 우울증이 아닌지 걱정돼. 남자친구랑 헤어졌어. 그가 헤어지자고해서 일방적으로 헤어지게 됐지. 내일로 미루는 걸 고쳐야 할 것 같아. 그리고 병원에 가서 상담을 받아보려고.,depression
돈 때문에 삶이 팍팍해. 힘들어 죽겠어. 내가 가족들 생계를 다 책임져야 하는 입장인 게 억울해. 아무래도 아내에게 맞벌이 관련 얘기를 해봐야 할 것 같아.,depression
최근에 사귀던 여자친구랑 헤어졌어. 정말 눈물이 나네. 진짜 오래 사귀었었는데 한순간에 서로 돌아서 버렸네. 씁쓸한 기분도 들어.,depression
퇴직 이후의 삶이 기대도 안 되고 막막하네. 이제까지 왜 살았나 싶고 화가 나.,depression
경제적 여유가 없어서 여자 친구에게 프러포즈도 못하는 게 너무 슬퍼. 지금 내 상황에서 결혼하면 여자 친구만 고생할 거야. 경제적으로 안정되기 위해 돈을 더 열심히 모으고 관리 할 거야.,sadness
결혼한 팀장과 어린 여직원이 불륜을 저지르고 있는 걸 알게 되었어. 완전 놀랐지. 여직원에게 한마디 했더니 뻔뻔하게 대응하더라고. 여직원의 당당한 태도가 싫어서라도 팀장의 아내에게 이 사실을 알리려고 해.,anger
얼마 전 뇌경색으로 갑자기 쓰러져서 일상생활이 어렵게 되었어. 후유증이 생길 수 있어서 재활운동이 필요한데 중요한 회사 일이 남아서 할 시간이 없어. 일단 회사에 말해서 조금이라도 휴가를 얻을 수 있도록 노력해야겠어.,anxiety
부모님이 여행가신 틈에 친구들을 불러서 노는데 현관문 여는 소리가 들려. 초조해. 부모님 몰래 친구들을 초대한 거라 부모님께 걸리면 난 혼날 거야. 부모님에게 솔직하게 말하는 게 좋을 것 같아.,anxiety
청소년인데 부모님이 항상 아이처럼 과잉보호하셔서 스스로 뭔가를 시작하기가 어려워. 독립적인 사람이 되고 싶은데 이러다가 무기력하고 의존적인 어른이 될까 봐 겁나. 일단 부모님께 작은 일이라도 내가 스스로 할 수 있다는 것을 보여줘야겠어.,depression
오늘 성적표가 나왔는데 엄마가 보시고 힘들어 하셨어. 나도 속상해서 눈물이 나. 응. 이번에 엄마가 공부를 도와주셨는데 내가 숙제를 잘 안 했거든. 이제는 시간을 정해서 공부해야겠어.,depression
내 진로는 무엇일까? 내 적성을 모르겠어서 고민이야. 내가 좋아하는 일을 떠올리면 먹고 자고 게임을 하는 것뿐인데. 앞으로 진로가 걱정되네. 그래도 일 중에서 가장 맞는 걸 찾아야 하는데 말이야.,anxiety
박 씨 할머니 덕분에 내가 이 동네에 잘 적응할 수 있었어. 많이 고맙지 아무런 연고도 없는 나에게 이렇게 잘해주니. 고마운 마음을 좀 전해볼 생각이야. 요즘 추운데 뜨개질을 해서 목도리라도 만들어줘야겠어.,joy
돈 벌겠다고 쉬지 않고 일하다가 건강만 해치겠어. 너무 바빠서 쉴 틈이 없어. 내 생활도 없고 속상해. 많이 지쳐. 돈 번다고 다 좋은 것만은 아니네.,depression
학교에서 다툼이 있었던 아이가 왜 이렇게 여유가 있지. 피해자이지만 원인 제공을 누가했는지 확인해 봐야 하는게 아닌가.,joy
이렇게 힘들게 공부하느니 차라리 나가서 돈을 벌겠어. 공부가 체질에 맞지 않으니까 돈이나 벌까 봐. 공부를 잘 하는 선배에게 도움을 청해야겠어.,anger
나를 계속 괴롭혔던 애가 너무 미워서 오늘은 그 애 가방 끈을 자르고 도망쳤어. 응. 나를 너무 많이 괴롭혀서 학교도 가기 싫었거든. 속은 후련한데 마음 한쪽은 좀 그러네.,anger
오늘 면접 합격 발표 났어. 진짜 다행이다. 부모님께 이 소식을 빨리 알려야지.,joy
새로운 팀에 합류하게 되었는데 평소에 꺼리던 사람도 같은 팀이어서 불편해. 사람은 착한데 그 사람과 있을 때 내가 실수하면 다른 사람들에게도 알려질 것 같더라고. 겉으로는 잘 지내고 속말은 하지 않게 주의해야겠어.,anxiety
이제 예전같이 건강해질 수는 없을 것 같아. 나이도 많고 지병도 있어서 지금 상태를 유지하기도 힘들꺼야.,anxiety
아내와 이혼하니까 당장이라도 울고 싶어. 앞으로 아내 없이 혼자 살아갈 생각을 하니까 우울증도 왔어. 지금 너무 힘든데 어떻게 해야 할까? 누가 옆에 있었으면 좋겠다.,depression
가족 때문에 당황스러워. 요즘 통 대화를 안 해.,anxiety
수학에 흥미가 없어서 소홀히 했더니 이번에 낮은 성적을 받아서 부모님과 다투었어. 부모님께서 수학학원에 다니라고 하시는데 나는 다른 과목에 대해 더 배우고 싶어. 부모님께 내가 하고 싶은 것을 말씀드리고 설득해볼래.,anxiety
아내가 난산 끝에 건강한 남자아이를 낳았어. 내 품에 안아 보는데 눈물이 나더라. 고생한 아내한테 더 잘해야겠다는 생각이 들고 내 아들은 누구보다도 사랑받는 아이로 키우고 싶어.,depression
오늘 정말 많이 바쁜 하루였어. 피곤하고 졸려. 바빴지만 막힘없이 술술 흘러가서 스트레스는 없어. 내일부턴 조금 쉬엄쉬엄해도 될 것 같아. 그래서 내일부터는 조금씩 휴식 시간을 가지려고.,joy
이번 달에는 내가 실적이 안 좋아서 기분이 안 좋았는데 아내가 뭐라고 해서 싸웠어. 많이 받을 때는 별말 없다가 적게 들어오면 꼭 의심하더라고. 그게 아닌데 억울해서 그랬어. 알고는 있겠지만 나를 조금 더 믿어주고 이럴 때는 힘이 나게 응원을 해달라고 말해야겠어.,sadness
수능을 망첬어. 바라는 대학을 못 갈 것 같아. 너무 슬프고 속상하고 전부다 끝이 난 거 같아.,sadness
다른 애들이 싸우는 거에 연루돼서 잘못 없는 나까지 혼났네. 그 친구들만 아니었으면 내가 혼나는 일도 없을 텐데. 응. 난 잘못한 게 하나도 없으니까.,sadness
항상 요즘만 같으면 좋겠어. 집도 화목하고 학업도 좋아. 마음이 편해.,joy
내가 곤란한 일에 대해 도움을 주겠다는 친구가 나타났는데 무얼 바라고 나를 도와준다는지 모르겠어. 대가를 바라지 않고 누군가를 도와준다는 게 쉽지 않은데 의심스럽잖아. 아무것도 바라지 않고 선뜻 도와준다니 고맙지만 의심이 많이 가. 나중에 말을 바꾸는 것은 아닌가 하고.,anger
나는 결혼에 대해서 부정적이라 하기 싫어. 자유롭지 못하고 묶여 있는 기분이야. 놀다가도 남편 때문에 들어가는 애들 봤거든.,anxiety
나 정말 속상한 일이 있었어. 면접관이 나에게 그 나이가 되도록 취직도 못 하고 뭘 했느냐고 다그쳤어. 아빠가 그냥 내 의견을 존중하고 받아들여 주셨으면 좋겠어. 스트레스받아.,anxiety
어렵게 임신해서 아이가 나에게 매우 소중해. 그런데 세상이 워낙 흉흉해서 아이를 안전하게 키울 수 있을지 불안해. 최근 들어 문명이 발달하면서 범죄도 함께 발달하는 것 같아. 미성년자 아이들을 대상으로 그런 끔찍한 범죄를 저질렀다는 게 매우 화가 났어.,anxiety
이렇게 혼자 누워만 있으니 너무 우울해. 이렇게 사느니 죽는 게 더 나을 거 같아. 가족들이랑 좀 대화를 해봐야겠어.,depression
난 왜 이렇게 자꾸 눈치를 볼까? 아무것도 안 했는데 눈치 보는 게 너무 억울해. 역시 친구문제는 끊임없어. 너무 슬프다. 이 슬픈 마음은 사라지지 않아.,depression
내 만성질환 때문에 자식들이 돌봐주는데 너무 미안하고 나 자신이 지긋지긋해. 나는 내 자식을 힘들게 하는 부모가 안 되길 바랐거든. 요양원을 가는 게 자식들에게 짐이 안 될 거 같아. 아이들과 얘기를 해봐야겠어.,anger
가족들이 내 학력을 가지고 무시를 해. 내가 차려주는 밥을 먹으면서 나를 무시해. 그런데 내가 보기에도 내가 무식해서 다들 그렇게 말하는 것 같아. 가족들과 대화를 통해 내가 느꼈던 기분 나빴던 감정을 공유하고 진심 어린 사과를 들을 거야.,anger
코로나 때문에 결혼식을 미뤄야 할 것 같아. 잘 모르겠어. 상황이 시시각각 바뀌니깐 어느 장단에 맞춰야 할지 모르겠어. 응 진짜 상황이 계속 바뀌니 어떻게 해야 할지 모르겠고 너무 지쳐.,depression
나는 만날 사람이 없어서 슬퍼 그동안 가족 뒷바라지 하는 것이 내가 할 일이라고 생각해서 친구 만날 생각을 하지 않고 살았어. 옛날 친구들은 연락을 하지 않고 살아서 연락처도 몰라.,sadness
집안일을 이렇게 완벽하게 해놓는 아내가 진정 존경스러워. 살림뿐 아니라 자녀 교육 문제까지 해결하는 아내는 주부로서 손색없이 말 그대로 완벽해. 아내가 시간별로 자기 업무를 완벽히 수행해내는 성격이라서 더 존경스러워.,joy
몸이 아파서 장기 이식을 받아야 한대. 근데 이식해줄 사람이 없어. 맞아 수술 날짜는 다가오는데 어쩌면 좋지? 시간은 없는데 아무런 생각도 들지 않고 절망적이야.,anxiety
나는 누나의 감정 쓰레기통 인가봐. 기분 나쁜 일이 생기면 나한테 짜증을 내. 맞아. 기분 좋던 나까지 기분이 나빠져. 몰라 방에서 혼자 음악이나 들을래.,anxiety
요즘 기본적인 사회생활에 대해 말해도 툴툴대는 신입사원을 보면 스트레스가 쌓여 가. 그래도 사회의 기본 생활은 해야 하는 거 아닌가. 조금 일찍 나오랬더니 반발하더라고.,anger
시어머니가 사사건건 하는 핀잔을 들을 때마다 눈물이 나는데 참기가 힘들어. 매일매일 전화나 문자로 이런저런 이야기를 하면서 꼬투리를 잡아 핀잔을 주셔. 남편에게 이 상황을 알려주고 중재 시켜 달라고 부탁이라도 해봐야겠어.,depression
퇴직하는 사람을 보면 안쓰러운 마음이 드네. 그래도 일할 수 있는 능력이 되는데 퇴직하면 조금은 아쉬울 것 같네. 그럼. 일할 능력이 있으면 해야지.,sadness
반에서 따돌림당하고 있어서 너무 우울해. 가까운 친구도 하나 없고 다들 날 놀리기만해. 모르겠어. 극복할 방도가 있을까?,depression
코골이 수술을 하고 아내가 조용하다고 매우 좋아해서 나도 기뻐. 진작 코골이 수술을 할 걸 그랬어. 수술을 하게 해준 아내에게 선물을 할 거야. 아내가 좋아하는 꽃을 선물로 줘야겠어.,joy
코로나 일구 때문에 좋지 않은 상황이 계속되어서 회사에서 해고를 통보받았어. 요즘은 재취업도 아주 힘들다던데 이참에 좀 재충전할 시간을 가져보는 게 좋을 것 같아. 운동할 시간이 없었는데 체중 감량을 해보고 싶어. 회사에 다니면서 스트레스 때문에 살이 많이 쪘거든.,sadness
취업이 잘 안 돼서 절망적이야. 나는 대학을 못 갔거든. 고졸이라 취업이 힘드네. 모르겠어. 이제라도 대학을 가야 하나 싶기도 해.,anger
아이들이 다 커서 벌써 중학생이야. 이제 곧 사춘기가 올 텐데 어떻게 키워야 할지 고민이야. 누나한테 물어봐야겠어. 조카가 고등학생이거든.,anxiety
확실히 나이가 드니까 사람이 이상해져. 아니 예전에는 안그랬는데 친구가 나이 들면서 툭하면 화를 내. 놀라기보다 나도 그렇게 될까봐 걱정이 되는거지.,anxiety
엄마가 해보라는 공부 방식은 내 스타일이 아니야. 난 공부하기 전에 충분히 놀고 쉬어야 잘 되는데 엄만 무조건 오래 앉아서 하라고 해. 기말고사 때 평균 구십 점 이상 오르면 터치하지 말라고 얘기할 거야.,anger
남자친구랑 싸웠는데 부모님이 보고 당장 헤어지라고 남자친구한테 뭐라고 했어. 내 잘못인데. 내 잘못으로 싸운 건데 남자친구가 괜히 부모님께 안 좋은 소리를 들어서 속상해. 내 잘못이야. 부모님은 왜 알지도 못하는 상황에 나서는 거야? 내가 남자친구한테 미안하다고 해야지.,anger
어제 내가 대표해서 사장님을 설득하러 갔거든. 우리 휴가를 달라고. 내가 협상은 기가 막히게 하거든. 사장님은 사정이 어렵다고 하는데 우리 직원이 어려워지면 어떻게 하면 되는지 설명하면서 설득을 했지. 결국 휴가를 주시기로 하셨어.,joy
오늘 병원에 가서 검사결과를 받았는데 시한부 판정을 받아서 하루 종일 방에서 울기만 해서 너무 우울해. 죽는다는 것이 실감도 안 나고 앞으로 라도 의미 있게 살고 싶어. 주변 사람들에게 잘해주고 희망을 가지고 치료를 받아야겠어.,depression
돈도 없는데 남편이 또 교통사고를 냈어! 합의금을 내야 하다니 착잡해. 가뜩이나 집 대출금도 밀려 있는데 또 대출을 받아야 하다니. 일단 주변 지인들에게 돈을 빌릴 수 있는지 물어볼까 해.,sadness
내 인사도 무시하던 친구가 내가 전교 일등 했다는 소식을 듣고 갑자기 친한 척을 해서 불쾌해. 어쩌면 그렇게 뻔뻔한지 모르겠어. 지난날 나를 무시했던 것에 대해 미안하단 말도 없잖아. 그 친구가 다시 친한 척 다가오면 옛날에 날 무시했던 태도에 대해 사과하라고 해야겠어.,anger
오늘은 회사에서 회식했는데 상사가 잘 못 마시는 술을 자꾸 마시라 해서 힘들었어. 술을 잘 못 마시니까 한 잔 먹고 나니 속이 울렁거리고 불쾌했어.,anger
이대로 눈을감고 뜨지 않았으면 좋겠다,depression
나는 내가 진짜 잘했다고 자부했는데 팀장님은 나를 인정해주지 않으셔서 슬퍼. 응. 정말 열심히 노력해서 얻은 결과인데 왜 인정해주지 않는지 잘 모르겠어. 팀장님하고 이 일과 관련하여 대화를 해보려고 해.,sadness
학교 공부 끝나고 집에 오면 부모님이 항상 나를 따뜻하게 반겨 줘. 응. 그래서 짜증 나거나 힘든 일이 있어도 집에만 오면 편안해져.,joy
사춘기인 아이랑 관계가 좋지 않아서 스트레스받아. 그래서 일에 집중하기 힘들어. 엄마인 내가 다가가려고 해도 사춘기인 아이가 상처받을까 봐 쉽지가 않아. 아이가 먼저 다가와서 대화를 원할 때까지 기다려 줄 거야.,anxiety
이번에 취업에 성공했어! 대기업은 아니지만 취직되어서 너무 기뻐! 마치 모든 것이 다 잘 될 것만 같은 기분이야.,joy
부모님만큼 믿음이 가는 사람들도 없는 것 같아. 내가 외롭고 힘겨울때 나를 믿고 사랑해 주시는 부모님이 있어서 너무 좋아,joy
일이 많이 밀렸는데 마감시간까지 일을 끝낼 수 있을지 걱정이야. 이렇게 맨날 하다 보니까 너무 힘들고 앞으로도 잘 할 수 있을까 걱정스러워. 상사하고 얘기해서 업무량을 조절해 달라고 부탁해야겠어.,anxiety
새 직장에 취직했는데 내 성격이 너무 소심해서 사람들과 친해지기가 힘들어. 내 성격이 너무 소심해서 친해지지 못하고 겉돌고 있어. 두렵더라도 내가 먼저 다가가도록 노력해야겠어.,anxiety
요즘 너무 짜증 나는 일이 많아진 것 같아. 의사가 건강 챙기라고 해서 챙겼는데 하나도 나아진 게 없대. 건강 계획을 혼자 짜봤는데 잘못 짠 것인가 싶어.,anger
내가 지켜주고 도와준 친구가 학교폭력을 이겨냈다고 연락이 와서 기분이 정말 좋아. 내 진심이 전해진 것 같아. 다른 친구들도 어서 학교폭력에서 벗어났으면 좋겠어. 나와 같이 학교폭력을 벗어난 사람의 조언이 필요할 것 같아. 자주 이야기하고 조언을 해줘야겠어.,joy
친구들이 다 결혼하는데 나는 남자친구도 없어서 슬퍼. 나는 언제쯤 결혼할 수 있을까? 나는 착하고 예의 바른 사람을 만나고 싶어. 난 인품이 나쁜 사람은 주위에 두고 싶지 않거든.,sadness
학교에서 폭력 사건이 발생해 중재를 하는 게 정말 귀찮은 일이야. 학교 폭력 예방 프로그램을 마련하자고 학교에 건의할 거야.,anger
할아버지께서 구순 잔치를 앞에 두고 쓰러지셨어. 아무래도 연세가 있으시다 보니 다들 할아버지 건강을 걱정하고 있어. 응.어제 다녀왔어. 그래도 내일 다시 찾아가 봐야겠다.,sadness
젊었을 때 돈을 모아두지 않아서 지금 이 나이에도 일을 해야 하는 나 자신이 너무 화가 나. 미리미리 돈을 모아두었다면 이렇게 재정이 부족하지도 않았을 텐데. 일단 지금은 이 일자리라도 있는걸 다행으로 여기며 살아야지.,anger
선생님이 따돌림 문제를 해결해 주실 거라 믿었던 걸 너무 후회해. 응. 아무것도 달라진 게 없어서 너무 슬프고 후회가 돼. 글쎄. 부모님께도 알려야 할 것 같아.,depression
엄마에게 독서실을 간다고 거짓말을 하고 친구들이랑 노래방으로 놀러 갔어. 들킬까 봐 두려워. 엄마가 사실을 알기 전에 친구들과 말을 맞춰서 엄마를 속일까 고민 중이야. 엄마에게 독서실에 가지 않은 사실을 말한 후 사과를 구하며 불안한 마음을 가라앉히고 싶어.,anxiety
공황장애로 인해 나 스스로 가족을 책임지고 있지 못해 굉장히 슬퍼. 삼 년 전에 공황장애가 생기면서 자신을 챙기기 어려울 만큼 일상생활이 불가능해졌어. 지금 상황에 대해 가족들과 함께 더 진솔하게 대화를 해봐야겠어.,sadness
정작 내가 필요할 때 연락하면 다들 받질 않아. 다들 필요할 땐 나를 잘도 찾으면서 왜 정작 내 연락은 받지 않는 거야? 음성 메시지를 남겨 놓으면 될 것 같아.,sadness
